apple,positive,1.26E+17,Tue Oct 18 21:53:25 +0000 2011,Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is
apple,positive,1.26E+17,Tue Oct 18 21:09:33 +0000 2011,@Apple will be adding more carrier support to the iPhone 4S (just announced)
apple,positive,1.26E+17,Tue Oct 18 21:02:20 +0000 2011,Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY
apple,positive,1.26E+17,Tue Oct 18 20:40:10 +0000 2011,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!
apple,positive,1.26E+17,Tue Oct 18 20:34:00 +0000 2011,I just realized that the reason I got into twitter was ios5 thanks @apple
apple,positive,1.26E+17,Tue Oct 18 20:30:50 +0000 2011,"I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone"
apple,positive,1.26E+17,Tue Oct 18 19:30:39 +0000 2011,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace
apple,positive,1.26E+17,Tue Oct 18 19:22:35 +0000 2011,Great up close & personal event @Apple tonight in Regent St store!
apple,positive,1.26E+17,Tue Oct 18 19:07:11 +0000 2011,From which companies do you experience the best customer service aside from @zappos and @apple?
apple,positive,1.26E+17,Tue Oct 18 18:37:41 +0000 2011,"Just apply for a job at @Apple, hope they call me lol"
apple,positive,1.26E+17,Tue Oct 18 18:36:46 +0000 2011,RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to h ...
apple,positive,1.26E+17,Tue Oct 18 18:35:43 +0000 2011,Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol
apple,positive,1.26E+17,Tue Oct 18 18:16:09 +0000 2011,"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!"
apple,positive,1.26E+17,Tue Oct 18 18:14:01 +0000 2011,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple
apple,positive,1.26E+17,Tue Oct 18 18:05:50 +0000 2011,"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!"
apple,positive,1.26E+17,Tue Oct 18 18:04:25 +0000 2011,__���_ ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps  �_
apple,positive,1.26E+17,Tue Oct 18 17:41:43 +0000 2011,"Come to the dark side _������@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.���"
apple,positive,1.26E+17,Tue Oct 18 17:33:54 +0000 2011,"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry."
apple,positive,1.26E+17,Tue Oct 18 17:31:29 +0000 2011,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards
apple,positive,1.26E+17,Tue Oct 18 17:01:58 +0000 2011,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."
apple,positive,1.26E+17,Tue Oct 18 15:56:32 +0000 2011,@DailyDealChat @apple Thanks!!
apple,positive,1.26E+17,Tue Oct 18 15:50:05 +0000 2011,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes
apple,positive,1.26E+17,Tue Oct 18 15:48:32 +0000 2011,@apple..good ipad
apple,positive,1.26E+17,Tue Oct 18 15:41:41 +0000 2011,@apple @siri is efffing amazing!!
apple,positive,1.26E+17,Tue Oct 18 15:30:15 +0000 2011,Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM
apple,positive,1.26E+17,Tue Oct 18 15:25:35 +0000 2011,"RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
apple,positive,1.26E+17,Tue Oct 18 15:14:30 +0000 2011,"We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
apple,positive,1.26E+17,Tue Oct 18 15:13:40 +0000 2011,"When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered ��责责�"
apple,positive,1.26E+17,Tue Oct 18 15:12:22 +0000 2011,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16
apple,positive,1.26E+17,Tue Oct 18 15:05:11 +0000 2011,&lt;3 #ios5 @apple
apple,positive,1.26E+17,Tue Oct 18 15:01:37 +0000 2011,---Ύ RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?
apple,positive,1.26E+17,Tue Oct 18 14:45:01 +0000 2011,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...
apple,positive,1.26E+17,Tue Oct 18 14:24:38 +0000 2011,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!
apple,positive,1.26E+17,Tue Oct 18 14:21:47 +0000 2011,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN
apple,positive,1.26E+17,Tue Oct 18 13:24:57 +0000 2011,At the bus with my iPhone ;) thxx @apple
apple,positive,1.26E+17,Tue Oct 18 13:12:27 +0000 2011,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app."
apple,positive,1.26E+17,Tue Oct 18 11:50:18 +0000 2011,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad
apple,positive,1.26E+17,Tue Oct 18 11:20:05 +0000 2011,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
apple,positive,1.26E+17,Tue Oct 18 08:29:38 +0000 2011,@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone!
apple,positive,1.26E+17,Tue Oct 18 07:18:51 +0000 2011,@bkad5161 than apologize to @apple ;)
apple,positive,1.26E+17,Tue Oct 18 06:30:27 +0000 2011,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
apple,positive,1.26E+17,Tue Oct 18 06:18:01 +0000 2011,Lmfao look at the argument I had with Siri !! @ijustine @apple http://t.co/D4VjL7SI
apple,positive,1.26E+17,Tue Oct 18 05:15:18 +0000 2011,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s
apple,positive,1.26E+17,Tue Oct 18 04:12:45 +0000 2011,Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple
apple,positive,1.26E+17,Tue Oct 18 03:41:23 +0000 2011,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
apple,positive,1.26E+17,Tue Oct 18 03:15:59 +0000 2011,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
apple,positive,1.26E+17,Tue Oct 18 03:02:26 +0000 2011,you are so blessed. @apple
apple,positive,1.26E+17,Tue Oct 18 02:06:26 +0000 2011,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple"
apple,positive,1.26E+17,Tue Oct 18 02:05:18 +0000 2011,Well at least the @apple store has amazing call waiting music! #need4s
apple,positive,1.26E+17,Tue Oct 18 01:50:17 +0000 2011,#sweet... #apple replaced my glass #probono. thank you @apple
apple,positive,1.26E+17,Tue Oct 18 01:30:56 +0000 2011,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad
apple,positive,1.26E+17,Tue Oct 18 01:18:05 +0000 2011,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology"
apple,positive,1.26E+17,Tue Oct 18 00:49:03 +0000 2011,I'm loving this new IOS5 update :) @apple
apple,positive,1.26E+17,Tue Oct 18 00:42:22 +0000 2011,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...
apple,positive,1.26E+17,Mon Oct 17 23:59:19 +0000 2011,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.
apple,positive,1.26E+17,Mon Oct 17 23:37:29 +0000 2011,hey @apple I hate my computer i need a #mack wanna send me a free one.
apple,positive,1.26E+17,Mon Oct 17 23:26:52 +0000 2011,Thank you @apple. My new gf(iphone4s) is great!  She does everything!
apple,positive,1.26E+17,Mon Oct 17 23:24:52 +0000 2011,#iCloud set up was flawless and works like a champ! To the Cloud @Apple
apple,positive,1.26E+17,Mon Oct 17 23:22:04 +0000 2011,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
apple,positive,1.26E+17,Mon Oct 17 22:38:18 +0000 2011,@apple loving the new IOS5 upgrade for the iPhone!
apple,positive,1.26E+17,Mon Oct 17 22:34:31 +0000 2011,The nice @apple tech support guy fixed my iTouch =D
apple,positive,1.26E+17,Mon Oct 17 22:33:41 +0000 2011,Once again getting great customer service from the @apple store at millenia mall.
apple,positive,1.26E+17,Mon Oct 17 22:17:59 +0000 2011,Is it just me or is #iOS5 faster for the iPad? @apple
apple,positive,1.26E+17,Mon Oct 17 22:17:57 +0000 2011,I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek
apple,positive,1.26E+17,Mon Oct 17 22:08:32 +0000 2011,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH
apple,positive,1.26E+17,Mon Oct 17 21:37:21 +0000 2011,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!
apple,positive,1.26E+17,Mon Oct 17 21:02:16 +0000 2011,New macbook is too sick @apple
apple,positive,1.26E+17,Mon Oct 17 21:01:10 +0000 2011,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1
apple,positive,1.26E+17,Mon Oct 17 20:39:00 +0000 2011,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.
apple,positive,1.26E+17,Mon Oct 17 20:08:14 +0000 2011,@Apple Safari Reader owns the worldwide web
apple,positive,1.26E+17,Mon Oct 17 19:38:59 +0000 2011,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out
apple,positive,1.26E+17,Mon Oct 17 19:21:52 +0000 2011,#10twitterpeopleiwouldliketomeet @coollike @TheGadgetShow  @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm  (-2)
apple,positive,1.26E+17,Mon Oct 17 19:00:39 +0000 2011,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp
apple,positive,1.26E+17,Mon Oct 17 18:55:11 +0000 2011,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)"
apple,positive,1.26E+17,Mon Oct 17 18:32:14 +0000 2011,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
apple,positive,1.26E+17,Mon Oct 17 18:20:38 +0000 2011,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w"
apple,positive,1.26E+17,Mon Oct 17 18:02:41 +0000 2011,Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
apple,positive,1.26E+17,Mon Oct 17 16:56:46 +0000 2011,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!"
apple,positive,1.26E+17,Mon Oct 17 16:40:37 +0000 2011,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
apple,positive,1.26E+17,Mon Oct 17 15:44:16 +0000 2011,@iancollinsuk @apple I like what you did there...!
apple,positive,1.26E+17,Mon Oct 17 15:39:14 +0000 2011,I just sent my grandma a post card using my #CardsApp thanks @Apple
apple,positive,1.26E+17,Mon Oct 17 14:54:56 +0000 2011,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive."
